,baujahr,name,preis,baureihe,karrosserieform,kilometerstand,leistung,gewicht
10502,1936,Horch 853 Sport,580.000,,Cabriolet,1.001,100,0
10503,1940,Horch 853 A Sport,790.000,,Cabriolet,1.001,120,0
10504,1972,Volkswagen Käfer 1302,23.900,Typ 11,Limousine (2-Türen),1.001,44,0
10505,1993,Daimler Double Six,49.900,XJ81,Limousine (4-Türen),19.508,311,0
10506,1967,Maserati Quattroporte 4200,87.900,Serie I,Limousine (4-Türen),105.626,260,0
10507,1991,Rolls-Royce Silver Spirit II,19.900,,Limousine,60.168,250,0
10508,1987,Bentley Turbo R,15.900,,Limousine (4-Türen),84.248,320,0
10509,2008,Lamborghini Gallardo GT3,124.900,,Coupé (Rennwagen),10.000,545,0
10510,1968,Maserati Ghibli,199.000,AM115,Coupé,54.700,310,0
10511,1985,BMW 635 CSi,30.821,E24,Coupé,120.000,185,0
10512,1990,Bentley Turbo R,9.900,,Limousine (4-Türen),91.984,320,0
10513,1964,Porsche-Diesel Standard Star 219,22.500,,Nutzfahrzeug (Traktor),34.999,30,0
10514,1986,Porsche 928 S,34.900,928,Coupé,119.500,288,0
10515,2003,Mercedes-Benz SLK 320,14.161,R 170,Cabriolet (Roadster),64.935,218,0
10516,2006,Mercedes-Benz R 500 4MATIC,21.301,V 251,Van (Kombi),74.609,306,0
10517,2001,BMW Z3 3,11.781,E 36-7,Cabriolet (Roadster),88.999,231,0
10518,1990,Bentley Turbo R,22.491,,Limousine (4-Türen),53.504,320,0
10519,1991,BMW 850i,41.531,E31,Coupé,39.900,300,0
10520,2007,Mercedes-Benz S 65 AMG L,35.581,W 221,Limousine (4-Türen),99.900,612,0
10521,2001,Mercedes-Benz SLK 320,29.631,R 170,Cabriolet (Roadster),19.798,218,0
10522,1990,Bentley Turbo R,32.011,,Limousine (4-Türen),34.184,320,0
10523,1966,Glas 1300 GT,48.500,,Coupé,24.222,75,0
10524,2001,BMW Z3 3,18.921,E 36-7,Cabriolet (Roadster),60.461,231,0
10525,2001,BMW Z3 3,22.491,E 36-7,Cabriolet (Roadster),79.262,231,0
10526,1997,Mercedes-Benz SLK 200,3.900,R 170,Cabriolet (Roadster),1.001,136,0
10527,1963,Hanomag Granit 500,5.900,,Nutzfahrzeug (Traktor),6.092,38,0
10528,1978,Porsche 928,39.900,928,Coupé,75.255,240,0
10529,2002,Mercedes-Benz SLK 320,12.971,R 170,Cabriolet (Roadster),73.520,218,0
10530,2006,Mercedes-Benz R 500 4MATIC,21.301,V 251,Van (Kombi),72.766,306,0
10531,1971,MAN 450,8.900,,Nutzfahrzeug (Feuerwehr),62.506,159,0
10532,1974,Mercedes-Benz LAK 1519,12.900,Schwerer Kurzhauber,Nutzfahrzeug (Feuerwehr),59.948,192,0
10533,1989,BMW 635 CSi,26.061,E24,Coupé,77.392,220,0
10534,1988,Porsche 928 S4,41.531,928,Coupé,53.685,320,0
10535,1991,Rolls-Royce Silver Spirit II,27.251,,Limousine,39.318,250,0
10536,2006,Mercedes-Benz R 500 4MATIC,21.301,V 251,Van (Kombi),76.791,306,0
10537,2006,Mercedes-Benz R 500 4MATIC,22.491,V 251,Van (Kombi),84.131,306,0
10538,1985,Volkswagen LT 31,8.500,,Nutzfahrzeug (Feuerwehr),16.400,90,0
10539,1966,Mercedes-Benz LP 710,249.000,,Nutzfahrzeug (Pritsche),28.324,145,0
10540,1974,Citroën DS 23 Injection,109.000,,Cabriolet,3.190,141,0
10541,1989,Porsche 928 S4,34.391,928,Coupé,77.909,320,0
10542,1980,Mercedes-Benz T2 409,9.000,,Nutzfahrzeug (Feuerwehr),30.745,90,0
10543,1997,Maserati Ghibli 2,39.900,,Coupé,62.180,284,0
10544,1986,Chevrolet Camaro IROC-Z TPI,16.900,Serie III,Coupé,49.514,190,0
10545,1954,Normag-Zorge Kornett I,4.900,F12B,Nutzfahrzeug (Traktor),1.001,12,0
10546,1984,Renault G 231,17.731,,Nutzfahrzeug (Feuerwehr),37.000,256,0
10547,1939,Laffly W15T 6x6,39.000,,Geländewagen (Militärfahrzeug),1.001,52,0
10548,1926,Citroën-Kegresse B2 10 CV Kettenfahrzeug,69.000,10 CV,Geländewagen,1.001,22,0
10549,1955,Fahr D 180 H,5.900,,Nutzfahrzeug (Traktor),1.001,24,0
10550,1975,Magirus-Deutz 170 D 12 FM,13.900,,Nutzfahrzeug (Feuerwehr),24.144,239,0
10551,1955,IFA H3A,9.000,,Nutzfahrzeug (Pritsche),1.001,80,0
10552,1964,Magirus-Deutz Uranus 250D 22,99.000,KW 16,Nutzfahrzeug (Feuerwehr),52.791,250,0
10553,1954,Connaught B-Type,580.000,,Cabriolet (Roadster),1.001,240,0
10554,1975,Magirus-Deutz 90M7,12.900,MK-Reihe,Nutzfahrzeug (Feuerwehr),24.144,87,0
10555,1976,Derichs Formel 3 Rennwagen,55.000,,Rennwagen,1.001,170,0
10556,1959,Cooper T45 Formel 2 Rennwagen,195.000,,Rennwagen,1.001,161,0
10557,2005,Maybach 57,95.081,,Limousine (4-Türen),91.200,550,0
10558,1961,Ferrari 250 GT 2,465.000,,Coupé,0,240,0
10559,1977,Bentley T 2,44.235,,Limousine (4-Türen),201.972,220,2230
10560,1987,Mercedes-Benz 560 SL,23.250,R 107,Cabriolet (Roadster),0,230,1700
10561,2010,Porsche 911 Carrera,69.900,997.2,Coupé,77.300,345,0
10562,2005,Porsche 911 Carrera S,58.500,997.1,Cabriolet,64.100,355,0
10563,1967,Mercedes-Benz 250 SL,129.000,W 113,Cabriolet,0,150,0
10564,1962,Citroën ID 19 Break,23.950,DB,Kombi,81.734,74,0
10565,1957,Frazer Nash Continental,456.996,,Cabriolet (Roadster),0,100,0
10566,1932,Rolls-Royce 20,63.276,,Limousine,0,75,0
10567,1955,Bentley S 1 Continental DHC,Auf Anfrage,,Cabriolet (2-Türen),0,180,0
10568,1973,Volkswagen Käfer 1303 LS,13.990,Typ 15,Cabriolet,36.180,50,0
10569,1987,Mercedes-Benz 560 SL,45.000,R 107,Cabriolet (Roadster),223.296,230,0
10570,1964,Volkswagen Karmann Ghia 1200,63.990,Typ 14,Cabriolet,0,34,0
10571,1936,Riley Nine TT Special,115.000,,Cabriolet (Roadster),30.826,45,0
10572,1967,Alfa Romeo Giulia Sprint GTA,34.950,,Coupé,39.076,115,0
10573,1974,Datsun 260 Z,22.500,S30,Coupé,0,162,1200
10574,1974,TVR 2500 M,25.850,,Coupé,0,106,900
10575,1981,Volkswagen Golf I GTI 1,23.900,Typ 17,Limousine (3-Türen),184.350,110,0
10576,1953,MG TD,29.500,,Cabriolet (Roadster),0,54,920
10577,1982,Mercedes-Benz 380 SL,31.500,R 107,Cabriolet (Roadster),0,204,1650
10578,1976,Bristol 411 Mk,161.120,,Limousine (2-Türen),2.414,350,1500
10579,1939,Morris Eight,16.900,Series II,Limousine,73.497,24,0
10580,1979,Morgan Plus 8,46.900,,Cabriolet (Roadster),85.804,155,0
10581,1969,Volkswagen Käfer 1200,11.400,Typ 11,Limousine (2-Türen),90.071,34,0
10582,2017,Morgan Plus 8 Speedster,105.168,,Cabriolet (Roadster),18.498,367,0
10583,1933,Bentley 3 1,345.000,,Coupé,75.153,115,0
10584,1962,Chevrolet Corvette,99.500,C1,Cabriolet,15.046,300,0
10585,1966,Alfa Romeo Giulia 1300 TI,29.900,,Limousine (4-Türen),23.450,82,0
10586,1993,Morgan 4,31.345,,Cabriolet (Roadster),7.218,116,0
10587,1994,Morgan 4,31.345,,Cabriolet (Roadster),19.486,116,0
10588,2009,Morgan Roadster V6,52.724,,Cabriolet (Roadster),41.621,204,0
10589,1999,Morgan 4,36.267,,Cabriolet (Roadster),26.931,116,0
10590,2011,Morgan Roadster V6,53.843,,Cabriolet (Roadster),4.296,223,0
10591,2006,Morgan Roadster V6,49.209,,Cabriolet (Roadster),17.933,226,0
10592,2009,Morgan Roadster V6,53.843,,Cabriolet (Roadster),17.297,204,0
10593,2010,Morgan Roadster V6,53.310,,Cabriolet (Roadster),55.936,223,0
10594,2014,Morgan Roadster V6,55.015,,Cabriolet (Roadster),21.782,284,0
10595,1980,Ferrari 308 GTSi,99.500,,Cabriolet (Targa),0,205,0
10596,1995,Aston Martin V8 Vantage V550,349.500,,Coupé,3.500,550,0
10597,2003,Jaguar XKR,27.000,X100,Coupé,168.000,396,0
10598,1928,Bentley 4 1,445.278,,Cabriolet (Tourer),0,105,0
10599,1954,Jaguar XK 120 SE DHC,Auf Anfrage,120,Cabriolet,0,182,0
10600,1927,Rolls-Royce Phantom I,996.016,,Cabriolet (Tourer),0,95,0
10601,1924,Rolls-Royce 40,173.424,,Limousine,0,75,0
10602,1973,Datsun 240 Z,33.850,S30,Coupé,0,151,1100
10603,1927,Bean 18,Auf Anfrage,,Cabriolet,0,50,0
10604,1961,Mercedes-Benz 190 SL,129.000,W 121 B II,Cabriolet (Roadster),9.877,105,0
10605,1982,Mercedes-Benz 380 SL,52.500,R 107,Cabriolet (Roadster),41.395,158,0
10606,1956,Oldsmobile 98 Starfire,89.950,98,Cabriolet,0,243,0
10607,1970,Mercedes-Benz 280 SE 3,98.500,W 111,Coupé,62.055,200,0
10608,1964,Rolls-Royce Silver Cloud III,91.399,,Limousine (4-Türen),167.371,200,0
10609,1957,Porsche 356 A 1600 S Speedster,279.900,A,Cabriolet (Roadster),0,75,0
10610,2022,Morgan Plus Four,96.080,,Cabriolet (Roadster),0,258,0
10611,1952,MG TD,29.750,,Cabriolet (Roadster),0,54,920
10612,1940,LaSalle Series 50,28.500,,Coupé,0,125,0
10613,1966,Triumph Herald 12,28.990,,Cabriolet (Roadster),74.000,65,0
10614,1976,Volkswagen Kübel 1600,16.900,Typ 181,Geländewagen (Offen),18.900,48,0
10615,1965,Bentley S 3,66.500,,Limousine (4-Türen),0,200,0
10616,1974,Westfield Super Seven,26.000,,Cabriolet (Roadster),16.615,82,0
10617,1976,Cadillac Fleetwood Castilian Estate,50.328,Model 60,Kombi,32.428,218,0
10618,1957,Chrysler New Yorker Station Wagon,67.905,,Kombi,151.278,350,0
10619,2003,Volvo V70 R AWD,14.950,Typ S,Kombi,132.392,300,0
10620,1936,Bentley 4 1,70.014,,Limousine (4-Türen),137.451,109,0
10621,1963,Jaguar Mk II 3,63.270,,Limousine (4-Türen),100.606,224,0
10622,1936,Alvis Silver Eagle Sports Tourer,46.813,SG,Cabriolet (Tourer),0,82,0
10623,1927,Bentley 3,Auf Anfrage,,Cabriolet (Roadster),0,400,0
10624,1947,Maserati A6 GCS,322.240,,Rennwagen,0,130,0
10625,1954,Jaguar XK 120 DHC,105.343,120,Cabriolet,0,162,1150
10626,1909,Benz 25,Auf Anfrage,,Cabriolet (Tourer),0,45,0
10627,1960,Berkeley B 65,16.500,,Cabriolet (Roadster),0,18,0
10628,1968,Everett-Morrison Shelby Cobra,47.900,,Cabriolet (Roadster),15.000,230,0
10629,1970,Ford Torino GT Sportsroof 429 Cobra Jet,78.765,,Coupé (Fastback),65.000,375,1800
10630,1988,Mercedes-Benz 500 SL,74.900,R 107,Cabriolet (Roadster),94.252,245,0
10631,1973,Datsun 240 Z,32.750,S30,Coupé,0,151,1100
10632,2012,Mercedes-Benz SLS AMG Roadster,184.900,R 197,Cabriolet (Roadster),19.323,571,0
10633,1972,Datsun 240 Z,34.500,S30,Coupé,0,151,1100
10634,1966,Austin-Healey 3000 Mk III,79.950,ADO 26,Cabriolet (Roadster),159.948,148,0
10635,1973,Lancia Fulvia Montecarlo,34.950,,Coupé,74.475,90,0
10636,1952,Mercedes-Benz 220 Cabriolet A,Auf Anfrage,W 187,Cabriolet,0,80,0
10637,1967,Lincoln Continental Convertible,79.900,82 74A,Cabriolet,131.753,300,0
10638,1950,Bentley Mark VI,140.614,,Cabriolet,56.327,137,0
10639,1955,Messerschmitt,29.500,,Kleinwagen,40.634,10,0
10640,1973,Volkswagen Käfer 1303 LS,29.950,Typ 15,Cabriolet,36.279,50,0
10641,1987,Mercedes-Benz 300 SL,Auf Anfrage,R 107,Cabriolet (Roadster),0,180,0
10642,1987,Mercedes-Benz 560 SL,39.990,R 107,Cabriolet (Roadster),105.161,230,0
10643,1967,Ford Mustang 289,14.250,Mustang I Serie 2 | C-Code,Coupé (Hardtop),0,203,1240
10644,1984,Opel Monza 2,12.500,A1,Coupé,0,138,1400
10645,1960,Triumph TR 3A,27.850,,Cabriolet (Roadster),0,100,900
10646,1959,Austin-Healey 100,Auf Anfrage,,Cabriolet,0,117,910
10647,1969,Volkswagen Käfer 1500,27.888,Typ 15,Cabriolet,73.180,44,0
10648,1973,Volkswagen Käfer 1600,36.950,Typ 113,Cabriolet,22.577,46,0
10649,1967,Citroën DS 21 Pallas,49.950,DX,Limousine (4-Türen),40.401,109,0
10650,1982,Mercedes-Benz 380 SL,21.000,R 107,Cabriolet (Roadster),136.416,218,0
10651,1979,Oldsmobile Cutlass NASCAR,39.000,5th generation,Rennwagen,0,650,0
10652,1960,Triumph TR 3A,27.850,,Cabriolet (Roadster),0,100,900
10653,1990,Brabham BT59,Auf Anfrage,,Rennwagen,0,550,0
10654,1969,Volvo 1800 S,59.000,S,Coupé,87.640,105,0
10655,1970,Mercedes-Benz 280 SE 3,327.500,W 111,Cabriolet,127.366,200,0
10656,1971,Volkswagen Käfer 1300,17.950,Typ 11,Limousine (2-Türen),8.363,44,0
10657,1959,Austin-Healey 100,Auf Anfrage,,Cabriolet,0,117,910
10658,1980,Rolls-Royce Silver Wraith II,128.896,,Limousine,0,250,0
10659,1986,Rolls-Royce Corniche I,69.900,,Cabriolet,0,211,0
10660,1960,Borgward Isabella TS,88.000,,Cabriolet,0,75,0
10661,2008,Porsche 911 Carrera S,43.297,997.1,Cabriolet,70.811,355,0
10662,1980,Rolls-Royce Silver Shadow II,37.497,,Limousine (4-Türen),101.388,200,0
10663,1956,Ford Thunderbird,81.916,Serie 1,Cabriolet,80.000,228,1463
10664,1963,Triumph TR 4,29.500,,Cabriolet,0,100,1000
10665,1962,Alfa Romeo 2600 Sprint,22.500,,Coupé,0,145,1300
10666,1963,Bentley S 3 Continental,Auf Anfrage,,Cabriolet,63.569,200,2200
10667,1929,Ford Modell A,28.950,,Coupé,123.234,40,0
10668,1989,Mercedes-Benz 300 GD,69.135,W 460,Geländewagen,0,88,0
10669,1969,Porsche 912,65.500,,Coupé,10.606,90,0
10670,1964,Chevrolet Corvette Sting Ray Convertible,98.250,C2,Cabriolet,156.758,300,0
10671,1964,Porsche 356 C 1600 SC,Auf Anfrage,C,Cabriolet,9.755,95,0
10672,1937,Jaguar SS 100  3,427.701,,Cabriolet (Roadster),19.634,125,0
10673,1964,FIAT 1300,3.750,,Limousine,82.500,65,0
10674,1979,Volkswagen Käfer 1500,36.950,Typ 15,Cabriolet,78.373,44,0
10675,1957,Panhard Dyna Z12,13.950,,Limousine,86.565,42,615
10676,1972,MG MGB,21.950,B Serie III,Cabriolet (Roadster),96.123,96,0
10677,1949,MG TC,31.500,,Cabriolet (Roadster),0,54,840
10678,1948,Morgan 4,32.500,Serie I,Cabriolet (Roadster),6.311,40,0
10679,1983,Porsche 928 S4,39.950,928,Coupé,147.314,320,0
10680,1991,Alfa Romeo 2,26.950,Tipo 115 - Serie 4,Cabriolet,104.972,120,0
10681,1966,Ford Mustang 289,44.995,Mustang I Serie 1 | A-Code,Cabriolet,17.439,228,0
10682,1963,Heinkel Trojan 200,19.950,Typ 154,Kleinwagen,3.135,10,0
10683,1990,Bentley Continental,89.950,,Cabriolet,87.382,235,0
10684,1966,Ford Mustang 289,51.500,Mustang I Serie 1 | C-Code,Cabriolet,54.197,215,0
10685,1971,Mercedes-Benz 350 SL,33.606,R 107,Cabriolet (Roadster),110.000,200,0
10686,1990,Maserati Biturbo 2,14.500,,Coupé,0,245,1080
10687,1959,Mercedes-Benz 190 SL,119.000,W 121 B II,Cabriolet (Roadster),4.169,105,0
10688,1956,Cadillac 62 Coupe DeVille,62.487,Serie 62,Coupé,18.000,285,2000
10689,1965,Porsche 356 C 1600 SC,119.000,C,Coupé,20.268,95,0
10690,1967,Mercedes-Benz 250 SL,Auf Anfrage,W 113,Cabriolet,0,150,0
10691,1974,Jaguar E-Type V12,123.037,Serie III,Cabriolet (Roadster),0,268,0
10692,1969,Jaguar E-Type,99.602,Serie II,Cabriolet (Roadster),0,245,0
10693,1900,Jaguar E-Type 3,278.884,Serie I,Cabriolet (Roadster),0,269,0
10694,1970,Jensen FF,93.743,,Coupé,112.654,325,0
10695,1962,Jaguar E-Type 3,Auf Anfrage,Serie I,Cabriolet (Roadster),0,269,0
10696,1935,Talbot 105 Sports Tourer,Auf Anfrage,,Cabriolet,0,102,0
10697,1950,Jaguar XK 120 OTS,Auf Anfrage,120,Cabriolet (Roadster),0,162,0
10698,1996,Mercedes-Benz G 320,48.500,W 463,Geländewagen,125.000,210,0
10699,1989,Porsche 911 Carrera 3,73.500,"""G-Modell""",Cabriolet,77.100,231,0
10700,1960,Austin-Healey 3000 Mk I,193.344,ADO 30,Cabriolet (Roadster),0,124,0
10701,1998,Aston Martin V8 Vantage V550,280.935,,Coupé,7.805,550,1970
10702,1984,Jaguar XJ-SC 3,40.900,Series II,Cabriolet (Targa),0,228,0
10703,1988,Jaguar XJ-S V12,23.900,Series II,Coupé,67.000,295,0
10704,1959,Jaguar XK 150 3,389.500,150,Cabriolet (Roadster),46.482,269,1405
10705,1932,Alvis Speed 20,Auf Anfrage,,Cabriolet,0,87,0
10706,1965,Citroën 2 CV,15.900,,Limousine (4-Türen),59.200,16,0
10707,1933,Rolls-Royce Phantom II,257.792,,Cabriolet (Tourer),0,119,0
10708,1928,Packard 5-33 Runabout,56.246,,Cabriolet,0,90,0
10709,1985,Mercedes-Benz 380 SL,32.950,R 107,Cabriolet (Roadster),174.169,204,0
10710,1983,Ferrari Mondial Quattrovalvole,Auf Anfrage,,Coupé,0,240,1490
10711,2001,Porsche Boxster S,27.850,986,Cabriolet (Roadster),0,252,1300
10712,1988,AC Cobra Mk IV,140.321,,Cabriolet (Roadster),28.711,228,1240
10713,1966,Lancia Flavia 1,49.950,,Cabriolet,18.864,102,0
10714,1955,Mercedes-Benz 190 SL,Auf Anfrage,W 121 B II,Cabriolet (Roadster),0,105,0
10715,1956,Buick Roadmaster,28.500,Serie 70,Limousine (4-Türen),93.500,220,0
10716,1956,Jensen Interceptor,70.307,,Cabriolet,0,130,0
10717,1967,Ford F-250,19.500,Serie V,Pickup,0,215,0
10718,1946,Ford Sedan Delivery,9.500,,Nutzfahrzeug (Kastenwagen),0,90,0
10719,1955,Ford F-100,49.950,Series II,Pickup,2.116,173,0
10720,1960,Ford Thunderbird,54.950,Serie 2,Cabriolet,113.302,300,0
10721,1998,Bentley Brooklands R Mulliner,35.095,,Limousine,125.529,305,0
10722,1953,Volkswagen Käfer 1100 Export,34.500,Typ 11,Limousine (2-Türen),0,25,0
10723,1988,Buick Le Sabre Estate Wagon,19.900,,Kombi,45.900,170,0
10724,1958,Jaguar XK 150 3,57.500,150,Coupé,0,254,0
10725,1923,Bugatti Typ 23 Brescia,492.149,,Rennwagen (Offen),0,50,0
10726,1928,Invicta 4,580.033,,Cabriolet (Tourer),0,90,0
10727,1957,Bentley S 1 Continental,345.676,,Cabriolet (2-Türen),0,180,0
10728,1900,Rolls-Royce Phantom V,433.560,,Coupé,0,223,0
10729,1900,Rolls-Royce Silver Cloud I Mulliner,205.062,,Cabriolet,0,180,0
10730,1921,Rolls-Royce 40,193.344,,Limousine (Landaulet),0,75,0
10731,1991,BMW M3,105.000,E30,Cabriolet,0,215,0
10732,1946,American LaFrance 600 Series Fire Truck,18.500,,Nutzfahrzeug (Feuerwehr),0,170,0
10733,1960,Ford F-250,19.500,Serie III,Pickup,0,200,0
10734,1947,Ford Pilot V8,19.500,,Van (Kastenwagen),0,85,0
10735,2011,Porsche 911 Carrera GTS,76.160,997.2,Cabriolet,43.774,408,0
10736,1973,Rolls-Royce Silver Shadow I,34.300,,Limousine (4-Türen),115.105,200,0
10737,1994,Mercedes-Benz SL 600,39.700,R 129,Cabriolet (Roadster),53.611,394,0
10738,1951,Aston Martin DB 2,Auf Anfrage,,Coupé,0,105,0
10739,1961,Jaguar E-Type 3,222.580,Serie I,Cabriolet,0,269,0
10740,2013,Mercedes-Benz SLS AMG GT Roadster,239.000,R 197,Cabriolet (Roadster),6.850,591,0
10741,1977,Mercedes-Benz 230,16.500,W 123,Limousine (4-Türen),86.838,109,0
10742,1973,Dacunha Jeg,13.750,,Geländewagen,24.252,46,0
10743,1971,Mercedes-Benz 300 SEL 6,54.500,W 109,Limousine (4-Türen),10.696,250,0
10744,1939,Ford Eifel,32.500,,Cabriolet,78.115,34,0
10745,2000,Rolls-Royce Corniche V,152.273,,Cabriolet,25.749,331,0
10746,1962,Volkswagen Formel V Rennwagen,18.999,,Rennwagen,0,44,0
10747,1934,Rover Sports Tourer,59.999,,Cabriolet,56.000,88,0
10748,1932,Riley 9 Monaco,25.999,,Limousine (4-Türen),50.800,29,1020
10749,1976,Ginetta G 27,33.999,,Cabriolet (2-Türen),1.000,105,0
10750,1935,Rover 14  Speed Pilot Streamline,79.900,,Cabriolet,1.000,54,1210
10751,1960,Rochdale GT,49.000,,Coupé,0,55,0
10752,1961,Lotus 20 Formula Junior,Auf Anfrage,,Rennwagen,0,100,0
10753,1986,Alfa Romeo 2,14.900,Tipo 115 - Serie 3a,Cabriolet,135.492,128,0
10754,1967,Ford Mustang 289,79.950,Mustang I Serie 2 | C-Code,Cabriolet,28.289,203,0
10755,1970,Mercedes-Benz 280 SE 3,78.500,W 111,Coupé,100.842,200,0
10756,1971,Volkswagen Käfer 1302,38.500,Typ 11,Cabriolet,0,34,0
10757,1975,Alfa Romeo Giulia GT 1300 Junior,43.500,,Coupé,34.363,89,0
10758,1961,Alfa Romeo Giulietta Spider,Auf Anfrage,,Cabriolet,0,80,850
10759,2015,Mercedes-Benz G 63 AMG 6x6,833.000,W 463,Geländewagen,25.650,543,0
10760,1949,Racing Green B Special Speed 8,380.830,,Cabriolet (Tourer),0,220,0
10761,1970,Mercedes-Benz 280 SL,278.884,W 113,Cabriolet (Roadster),0,170,0
10762,1969,AMC AMX,34.950,,Coupé,0,284,1400
10763,1971,Triumph TR 6,22.750,,Cabriolet (Roadster),0,104,1030
10764,1965,Ford Mustang 289,34.500,Mustang I Serie 1 | A-Code,Coupé (Fastback),0,228,1200
10765,1973,Triumph TR 6,23.377,,Cabriolet (Roadster),134.488,106,0
10766,1967,Jaguar 420,22.205,,Limousine,134.258,245,0
10767,2021,Mercedes-Benz G 63 AMG,574.174,W 463,Geländewagen,0,585,0
10768,1973,DAF Daffodil 33,9.950,,Limousine (2-Türen),60.962,32,0
10769,1991,Maserati Spyder,37.750,,Cabriolet,84.867,245,0
10770,1975,Jaguar XJ 6 L 4,27.950,Serie II,Limousine (4-Türen),64.613,168,0
10771,1964,Jaguar E-Type 3,147.500,Serie I,Coupé,29.090,269,0
10772,1962,Lancia Flaminia Berlina,17.500,,Limousine (4-Türen),0,102,1440
10773,1947,Citroën Traction Avant 15,18.950,15 CV,Limousine (4-Türen),0,77,1170
10774,1965,Rolls-Royce Silver Cloud III,59.900,,Limousine (4-Türen),0,200,0
10775,1965,Triumph Herald 2000,27.900,,Limousine (2-Türen),15.000,91,0
10776,1951,Jaguar Mk V  3,91.399,,Cabriolet,0,125,0
10777,1938,Alvis Speed 25,Auf Anfrage,,Limousine,0,115,0
10778,2020,Mercedes-Benz G 400 d,280.056,W 463,Geländewagen,0,330,0
10779,2019,Mercedes-Benz G 63 AMG,275.363,W 463,Geländewagen,0,585,0
10780,1969,Porsche 912,29.250,,Coupé,0,90,1080
10781,1983,Mercedes-Benz 280 SE,17.900,W 126,Limousine (4-Türen),109.900,185,0
10782,1946,American LaFrance 600 Series Fire Truck,18.500,,Nutzfahrzeug (Feuerwehr),0,170,0
10783,1979,BMW 633 CSi,71.500,E24,Coupé,3.000,200,0
10784,1980,MG MGB,14.950,B Serie IV,Cabriolet (Roadster),153.660,96,0
10785,2013,Mercedes-Benz SLS AMG Black Series,Auf Anfrage,C 197,Coupé,0,631,0
10786,1972,MG MGB,13.950,B Serie III,Cabriolet (Roadster),0,96,1010
10787,1956,Austin-Healey 100,91.399,,Cabriolet,0,90,0
10788,1962,Bentley S 3 Continental,310.523,,Cabriolet,0,200,0
10789,1960,Plymouth Sport Fury,52.500,,Coupé,0,227,0
10790,1933,Rolls-Royce 20,196.860,,Cabriolet (Tourer),0,75,0
10791,1924,Bentley 3 1,515.585,,Cabriolet (Roadster),0,115,0
10792,1988,Aston Martin V8 EFi Volante,233.185,,Cabriolet,0,315,0
10793,1965,Rolls-Royce Silver Cloud III,Auf Anfrage,,Cabriolet,0,200,0
10794,1969,Mercedes-Benz 280 SL,285.000,W 113,Cabriolet (Roadster),0,170,0
10795,1968,Mercedes-Benz 280 SL,98.000,W 113,Cabriolet (Roadster),19.901,170,0
10796,1937,Singer 9 Sports,39.000,,Cabriolet (Roadster),3.025,36,0
10797,1954,Jaguar XK 120 OTS,89.000,120,Cabriolet (Roadster),0,162,0
10798,1965,Jaguar Mk II 3,116.001,,Limousine (4-Türen),0,224,0
10799,1970,Mercedes-Benz 280 SL,84.500,W 113,Cabriolet (Roadster),54.212,170,0
10800,1959,AC Ace,259.000,,Cabriolet (Roadster),120.763,103,0
10801,1968,Volkswagen Käfer 1200,9.000,Typ 11,Limousine (2-Türen),0,34,0
10802,1953,Porsche 356 1500 Super,249.000,"""vor A""",Cabriolet,0,70,0
10803,1966,Aston Martin DB 6 Vantage,350.949,,Coupé,6.820,325,0
10804,1952,Aston Martin DB 2,292.946,,Coupé,0,105,0
10805,1971,Aston Martin DBS V8,152.273,,Coupé,0,381,0
10806,1965,Ford Mustang Notchback,52.672,Mustang I Serie 1,Coupé (Hardtop),0,430,0
10807,1913,N,Auf Anfrage,,Cabriolet (Tourer),0,20,0
10808,1964,Mercedes-Benz 220 SE b,159.950,W 111,Cabriolet,108.422,120,0
10809,1971,Opel Commodore 2,29.500,Commodore A,Coupé,8.455,120,0
10810,1962,Morgan 4,38.500,Serie IV,Cabriolet (Roadster),54.658,54,0
10811,1964,Ferrari 330 GT 2,395.000,,Coupé,0,300,0
10812,1929,Ford Modell A,44.950,,Cabriolet (Tourer),8.732,40,0
10813,2004,Mercedes-Benz C 55 AMG,139.000,W 203,Limousine (4-Türen),49.500,367,0
10814,1971,Mercedes-Benz 280 SL,Auf Anfrage,W 113,Cabriolet (Roadster),0,170,0
10815,1956,Lancia Aurelia B20 GT 2500,178.500,,Coupé,0,118,0
10816,1981,Porsche 924 Carrera GTR,425.000,939,Rennwagen,0,450,0
10817,1996,Mini 1,19.500,MK VI,Cabriolet,29.451,63,0
10818,1986,Porsche 962,239.000,962,Rennwagen,0,350,0
10819,1987,BMW M3,129.000,E30,Limousine (2-Türen),86.785,200,0
10820,1977,Porsche 911 Turbo 3,225.000,930,Coupé,142.600,260,0
10821,1937,Rolls-Royce Phantom III,205.062,,Limousine,0,165,0
10822,1960,Alvis TD 21,79.000,,Coupé,43.903,115,0
10823,1961,Alfa Romeo 2000 Sprint,64.950,,Coupé,0,115,0
10824,1969,Mercedes-Benz 280 SE,79.950,W 111,Coupé,109.162,160,0
10825,2008,Maybach 57 S,85.000,,Limousine (4-Türen),148.000,612,0
10826,1986,Porsche 944 Turbo,24.900,951,Coupé,178.403,220,0
